I0,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,I14,Angle
572,601,597,710,754,844,710,529,677,532,445,446,589,600,445,2
572,601,598,710,754,842,711,529,677,533,445,445,589,600,446,2
573,601,597,710,754,843,711,529,676,533,445,446,589,600,446,2
573,602,598,710,754,842,710,530,677,533,445,446,590,600,445,2
573,601,598,710,755,843,710,530,678,533,445,446,590,600,445,2
572,601,598,710,754,842,710,529,677,533,445,446,589,599,445,2
574,601,598,710,755,843,712,529,677,533,445,445,589,600,445,2
574,601,598,710,755,844,712,529,677,533,445,446,589,600,446,2
574,601,598,710,754,842,712,530,677,533,445,445,588,599,445,2
574,601,597,710,755,843,711,529,677,533,445,445,588,599,445,2
574,601,597,710,755,843,710,529,677,533,445,445,588,599,445,2
573,601,597,710,755,843,710,530,677,533,444,446,588,599,445,2
572,601,597,710,755,843,712,529,677,533,444,445,589,599,445,2
573,601,597,710,755,844,711,529,677,533,445,445,588,599,445,2
573,601,597,710,755,844,712,529,678,533,444,445,588,599,445,2
572,601,597,710,755,843,711,529,676,533,445,445,587,599,445,2
572,601,598,710,755,843,710,529,677,533,444,445,588,599,445,2
572,601,597,710,755,843,712,529,678,533,444,445,588,599,445,2
572,601,597,710,755,844,712,529,677,533,444,446,589,599,445,2
572,601,597,710,755,843,711,530,677,534,445,446,589,599,445,2
572,601,597,710,754,843,712,529,677,533,445,446,589,599,445,2
573,601,598,711,755,843,712,529,677,534,445,446,589,600,446,2
573,601,598,710,754,843,709,529,677,533,444,445,590,601,445,2
572,601,597,710,755,843,708,529,677,533,445,446,590,601,446,2
572,601,598,710,755,843,709,530,677,533,445,446,590,601,446,2
573,602,598,710,757,843,709,529,677,533,445,446,590,601,446,2
573,602,598,710,755,843,708,529,677,533,445,446,590,601,446,2
573,602,598,710,755,843,709,529,677,533,445,446,591,601,446,2
